fade_in_time,stimulus_alpha,fade_out_length,trial_index,animation_performance,button_pressed,within_ITI,bProblem,timing_post_trial,question,time_elapsed,stimulus_side,sProblem,internal_node_id,key_press,rt,responses,Trial,uniqueid,timing_response,reverse,acc,trial_type,trial_began,success,stimulus,train_repeats,fade_out_time,Subject
,,,15,,,,,,,115738,,,0.0-4.0-1.0,82,8249,,16,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""201.486"" r=""48.514"" stroke=""red"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:red;stroke-width:2"" />  <image x=""551.486"" y=""152.97199999999998"" width=""97.028"" height=""97.028"" style:""block: inline"" xlink:href=""/static/images/Quarter.png""></image>    <circle cx=""600"" cy=""201.486"" r=""48.514"" stroke=""red"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,24
,,,16,,1,,,,,117246,,,0.0-4.1-0.1-0.1,,1505,,17,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-button-response,,,"Using the mouse, select the coin you would like to use:",1,,24
,,,17,,,,,,,119553,,,0.0-4.1-0.1-1.3-0.3,82,2304,,18,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""207.582"" r=""42.418"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""557.582"" y=""165.164"" width=""84.836"" height=""84.836"" style:""block: inline"" xlink:href=""/static/images/Nickel.png""></image>    <circle cx=""600"" cy=""207.582"" r=""42.418"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,24
,,,18,,3,,,,,120281,,,0.0-4.1-0.2-0.2,,724,,19,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-button-response,,,"Using the mouse, select the coin you would like to use:",1,,24
,,,19,,,,,,,124083,,,0.0-4.1-0.2-1.4-0.4,38,3800,,20,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""201.486"" r=""48.514"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""551.486"" y=""152.97199999999998"" width=""97.028"" height=""97.028"" style:""block: inline"" xlink:href=""/static/images/Quarter.png""></image>    <circle cx=""600"" cy=""201.486"" r=""48.514"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,24
,,,20,,,,,,,124667,,,0.0-4.1-0.2-1.5-0.5,38,583,,21,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""199.581"" r=""50.419000000000004"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""549.581"" y=""149.16199999999998"" width=""100.83800000000001"" height=""100.83800000000001"" style:""block: inline"" xlink:href=""/static/images/Quarter.png""></image>    <circle cx=""600"" cy=""199.581"" r=""50.419000000000004"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,24
,,,21,,,,,,,125024,,,0.0-4.1-0.2-1.6-0.6,38,355,,22,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""197.676"" r=""52.324"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""547.676"" y=""145.352"" width=""104.648"" height=""104.648"" style:""block: inline"" xlink:href=""/static/images/Quarter.png""></image>    <circle cx=""600"" cy=""197.676"" r=""52.324"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,24
,,,22,,,,,,,125247,,,0.0-4.1-0.2-1.7-0.7,38,220,,23,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""195.77100000000002"" r=""54.229"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""545.771"" y=""141.542"" width=""108.458"" height=""108.458"" style:""block: inline"" xlink:href=""/static/images/Quarter.png""></image>    <circle cx=""600"" cy=""195.77100000000002"" r=""54.229"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,24
,,,23,,,,,,,125441,,,0.0-4.1-0.2-1.8-0.8,38,190,,24,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""193.866"" r=""56.13399999999999"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""543.866"" y=""137.73200000000003"" width=""112.26799999999999"" height=""112.26799999999999"" style:""block: inline"" xlink:href=""/static/images/Quarter.png""></image>    <circle cx=""600"" cy=""193.866"" r=""56.13399999999999"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,24
,,,24,,,,,,,125624,,,0.0-4.1-0.2-1.9-0.9,38,179,,25,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""191.961"" r=""58.038999999999994"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""541.961"" y=""133.92200000000003"" width=""116.07799999999999"" height=""116.07799999999999"" style:""block: inline"" xlink:href=""/static/images/Quarter.png""></image>    <circle cx=""600"" cy=""191.961"" r=""58.038999999999994"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,24
,,,25,,,,,,,125858,,,0.0-4.1-0.2-1.10-0.10,38,231,,26,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""190.056"" r=""59.94399999999999"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""540.056"" y=""130.11200000000002"" width=""119.88799999999998"" height=""119.88799999999998"" style:""block: inline"" xlink:href=""/static/images/Quarter.png""></image>    <circle cx=""600"" cy=""190.056"" r=""59.94399999999999"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,24
,,,26,,,,,,,127407,,,0.0-4.1-0.2-1.11-0.11,38,1547,,27,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""188.151"" r=""61.84899999999999"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""538.1510000000001"" y=""126.30200000000002"" width=""123.69799999999998"" height=""123.69799999999998"" style:""block: inline"" xlink:href=""/static/images/Quarter.png""></image>    <circle cx=""600"" cy=""188.151"" r=""61.84899999999999"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,24
,,,27,,,,,,,129078,,,0.0-4.1-0.2-1.12-0.12,40,1667,,28,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""186.246"" r=""63.75399999999999"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""536.246"" y=""122.49200000000002"" width=""127.50799999999998"" height=""127.50799999999998"" style:""block: inline"" xlink:href=""/static/images/Quarter.png""></image>    <circle cx=""600"" cy=""186.246"" r=""63.75399999999999"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,24
,,,28,,,,,,,130011,,,0.0-4.1-0.2-1.13-0.13,32,930,,29,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""188.151"" r=""61.84899999999999"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""538.1510000000001"" y=""126.30200000000002"" width=""123.69799999999998"" height=""123.69799999999998"" style:""block: inline"" xlink:href=""/static/images/Quarter.png""></image>    <circle cx=""600"" cy=""188.151"" r=""61.84899999999999"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,24
,,,29,,,,,,,131490,,,0.0-4.1-1.1,32,1476,,30,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""188.151"" r=""61.84899999999999"" stroke=""red"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:red;stroke-width:2"" />  <image x=""538.1510000000001"" y=""126.30200000000002"" width=""123.69799999999998"" height=""123.69799999999998"" style:""block: inline"" xlink:href=""/static/images/Quarter.png""></image>    <circle cx=""600"" cy=""188.151"" r=""61.84899999999999"" stroke=""red"" stroke-width=""2"" fill-opacity=""0"" /></svg>",1,,24
,,,30,,,,,,,132983,,,0.0-5.0-0.0,32,1492,,31,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"[u""<p>We will now continue to the main task.</p>    <p align='center'><i>Press the space bar to continue.</i></p>""]",1,,24
,,,31,,,,,,,148849,,,0.0-5.0-1.0,32,15864,,32,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>You will be presented with rapidly       changing patterns of rectangles. Through these rectangles, male faces will appear. Your task will be to indicate the location of       the faces, or any part of them, as soon as they appear.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,24
,,,32,,,,,,,164281,,,0.0-5.0-2.0,32,15429,,33,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>If a man's face appeared in the right half       of the screen, press the right key. If a man's face appeared in the left half       of the screen, press the left key.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,24
,,,33,,,,,,,166738,,,0.0-5.0-3.0,32,2456,,34,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>Please perform this task as accurately       and quickly as you can.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",1,,24
,,,34,,,,,,,188366,,,0.0-5.0-4.0,32,21626,,35,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>During the task, please focus your gaze at       the plus sign in the middle.<br>Even though the faces appear to the left        and right of the plus sign, it is important that you look at the plus         sign at all times.</p>        <p align='center'></i>Press the space bar to continue.</i></p></div>""]",1,,24
,,,35,,,,,,,206753,,,0.0-5.0-5.0,68,18384,,36,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"[u""<div class='center'>      <img src='/static/images/keys.jpg'></img>      <p>Place your fingers on the 'D' and 'K' keys as shown in the picture,       and press either one of these keys to continue.</p></div>""]",1,,24
,,,36,,,,,,,206758,,,0.0-6.0-0.0,,,,37,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,,1,,24
,,,62,,,,,,,296181,,,0.0-7.0-0.0,68,14055,,38,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>You have completed the practice block.</p>  <p>You will now continue with the same task. The task may now be more   difficult.  You will have 3 short breaks. </p>    <p>Press either the 'D' or the 'K' keys to continue.</p></div>""]",1,,24
,,,63,,,,,,,302633,,,0.0-7.0-1.0,68,6450,,39,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>During the task, please focus your gaze at   the plus sign in the middle.<br>Even though the faces appear to the left    and right of the plus sign, it is important that you look at the plus     sign at all times.</p>    <p>Press either the 'D' or the 'K' keys to continue.</p></div>""]",1,,24
,,,114,,,,,,,554607,,,0.0-8.0-100.0,32,100111,,40,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>This is a break.</p>  <p>Press the space bar to continue.</p>""]",1,,24
,,,165,,,,,,,758240,,,0.0-8.0-202.0,32,53391,,41,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>This is a break.</p>  <p>Press the space bar to continue.</p>""]",1,,24
,,,216,,,,,,,965951,,,0.0-8.0-304.0,32,54722,,42,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"[u""<div class = 'center'><p>This is a break.</p>  <p>Press the space bar to continue.</p>""]",1,,24
,,,267,,,,,,,1138748,,,0.0-9.0,32,7026,,43,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"<div class='center'>You have completed this part of the study.    <p>You will now answer several questions. Please answer them sincerely,     we remind you that your answers are completely annonymous.</p>    <p align='center'><i>Press the space bar to continue.</i></p></div>",1,,24
,,,268,,,,,,,1151879,,,0.0-10.0,,13127,"{""Q0"":""32"",""Q1"":""no""}",44,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,survey-text,,,,1,,24
,,,269,,,,,,,1158472,,,0.0-11.0,,6587,"{""Q0"":""Male"",""Q1"":""Right"",""Q2"":""Yes""}",45,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,survey-multi-choice,,,,1,,24
,,,270,,,,,,,1163705,,,0.0-12.0,,5229,"{""Q0"":4}",46,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,survey-likert,,,,1,,24
,,,271,,,,,,,1170984,,,0.0-13.0,,7278,"{""Q0"":""No ""}",47,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,survey-text,,,,1,,24
,,,272,,,,,,,1183912,,,0.0-14.0,,12923,"{""Q0"":""Heterosexual or straight"",""Q1"":""Mostly attracted to females""}",48,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,survey-multi-choice,,,,1,,24
,,,273,,,,,,,1194663,,,0.0-15.0,32,10751,,49,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"<div class='center'><p>You will now be presented with a few more statements.	Please read each statement carfully, and indicate the degree to which you agree or disagree with it.</p>    <p>We remind you that your answers are completely annonymous.</p>    <p align='center'><i>Press the space bar to continue.</i></p></div>",1,,24
,,,274,,,,,,Gun control,1203647,,,0.0-16.0,,8981,"{""Q0"":6}",50,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,True,,survey-likert,,,,1,,24
,,,275,,,,,,Environment laws,1213231,,,0.0-17.0,,9582,"{""Q0"":6}",51,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,False,,survey-likert,,,,1,,24
,,,276,,,,,,Stem Cell,1226248,,,0.0-18.0,,13014,"{""Q0"":0}",52,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,True,,survey-likert,,,,1,,24
,,,277,,,,,,Abortion,1235607,,,0.0-19.0,,9357,"{""Q0"":1}",53,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,True,,survey-likert,,,,1,,24
,,,278,,,,,,Homosexuals,1273135,,,0.0-20.0,,37526,"{""Q0"":0}",54,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,True,,survey-likert,,,,1,,24
,,,279,,,,,,Affirmative action,1278887,,,0.0-21.0,,5750,"{""Q0"":3}",55,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,True,,survey-likert,,,,1,,24
,,,280,,,,,,Death penalty,1285390,,,0.0-22.0,,6502,"{""Q0"":4}",56,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,False,,survey-likert,,,,1,,24
,,,281,,,,,,Iraq,1292894,,,0.0-23.0,,7503,"{""Q0"":3}",57,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,True,,survey-likert,,,,1,,24
,,,282,,,,,,,1296526,,,0.0-24.0,,3629,"{""Q0"":""Yes""}",58,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,survey-multi-choice,,,,1,,24
,,,283,,,,,,,1307319,,,0.0-25.0-0.0,,10791,"{""Q0"":6}",59,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,survey-likert,,,,1,,24
,,,284,,,,,,,1315302,,,0.0-25.0-1.0,,7983,"{""Q0"":""0""}",60,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,survey-text,,,,1,,24
,,,285,,,,,,,1319454,,,0.0-26.0,,4151,"{""Q0"":""0""}",61,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,survey-text,,,,1,,24
,,,286,,,,,,,1330543,,,0.0-27.0,32,11086,,62,A1EP1BT7SH6S1C:34Z02EIMITVFXFOD89VJWZ09WOQT08,,,,html-keyboard-response,,,"<div class=""center"">Thank you for participating in this study!<p>    In this study we were interested in examining reaction-times and     precision in a dynamic environment.</p>    <p>Once you press the space bar, your results will be uploaded to the     server, and the HIT will complete. <b>This may take several minutes - do not     refresh or close your browser during this time.</b></p>    <p>Press the space bar to complete this HIT.</p></div>",1,,24
1,0.4,5,0,"{u'stim_duration': [35, 34, 33, 35, 35, 28, 35, 27, 34, 33, 35, 36, 34, 21, 35, 28, 34, 27, 36, 34, 34, 35, 36, 34, 35, 27, 34, 27, 29, 35, 28, 35, 34, 35, 35, 27, 34, 33, 35, 35, 0], u'mond_duration': [58, 63, 64, 70, 62, 69, 69, 70, 70, 64, 70, 62, 62, 83, 63, 69, 70, 70, 69, 62, 71, 63, 62, 68, 63, 70, 70, 70, 70, 68, 69, 69, 64, 70, 61, 70, 70, 64, 71, 62, None], u'nums': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]}",,900,0,100,,5101,0,0,0.0-0.0-0.0,-1,-1,,1,A1FTTOECAA04JO:3DY4FPOOA26IA1C17HEDHDPH4AOVRV,4,,0,bRMS-test,1531941343352,,../static/images/m118.jpg,2,15,25
1,0.4,5,1,"{u'stim_duration': [28, 41, 27, 35, 35, 28, 35, 27, 34, 35, 28, 34, 35, 35, 34, 35, 33, 29, 35, 35, 34, 35, 28, 35, 36, 29, 34, 34, 34, 35, 27, 34, 34, 34, 35, 29, 34, 35, 35, 35, 0], u'mond_duration': [61, 69, 64, 70, 62, 69, 69, 70, 70, 63, 70, 69, 64, 68, 63, 70, 63, 70, 68, 62, 70, 63, 69, 69, 62, 68, 69, 64, 70, 62, 70, 70, 64, 69, 63, 70, 69, 62, 69, 62, None], u'nums': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]}",,900,0,100,,10166,0,0,0.0-0.0-1.0,-1,-1,,2,A1FTTOECAA04JO:3DY4FPOOA26IA1C17HEDHDPH4AOVRV,4,,0,bRMS-test,1531941348483,,../static/images/m014.jpg,2,15,25
1,0.4,5,2,"{u'stim_duration': [34, 27, 34, 28, 29, 35, 28, 34, 34, 28, 35, 29, 33, 34, 28, 34, 28, 33, 34, 36, 37, 28, 34, 34, 29, 35, 28, 35, 28, 34, 35, 28, 35, 34, 29, 35, 28, 34, 34, 28, 0], u'mond_duration': [61, 70, 71, 70, 68, 68, 70, 70, 63, 70, 68, 69, 70, 64, 70, 69, 69, 71, 64, 69, 61, 68, 69, 64, 69, 69, 69, 69, 69, 70, 63, 69, 69, 63, 70, 69, 68, 70, 63, 70, None], u'nums': [0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]}",,900,0,100,,15201,0,0,0.0-0.0-2.0,-1,-1,,3,A1FTTOECAA04JO:3DY4FPOOA26IA1C17HEDHDPH4AOVRV,4,,0,bRMS-test,1531941353495,,../static/images/m046.jpg,2,15,25
,,,3,,,,,,,20040,,,0.0-2.0,,,,4,A1FTTOECAA04JO:3DY4FPOOA26IA1C17HEDHDPH4AOVRV,,,,fullscreen,,True,,2,,25
,,,4,,,,,,,21775,,,0.0-3.0-0.0,32,1733,,5,A1FTTOECAA04JO:3DY4FPOOA26IA1C17HEDHDPH4AOVRV,,,,html-keyboard-response,,,"[u""<div class='center'>Welcome to the study!<br>     <p>Your participation will help us investigate human precision and reaction-times in dynamic environments.</p>    <p>Please read the instructions carefully.</p>    <p align='center'><i>Press the space bar to continue.</i></p></div>""]",2,,25
,,,5,,,,,,,25182,,,0.0-3.0-1.0,32,3407,,6,A1FTTOECAA04JO:3DY4FPOOA26IA1C17HEDHDPH4AOVRV,,,,html-keyboard-response,,,"[u""<div class='center'><p>We will begin by calibrating the experiment       for the size of your screen.</p>      <p>After this short calibration, we will continue to the main task for       this study.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",2,,25
,,,6,,,,,,,28086,,,0.0-3.0-2.0,32,2904,,7,A1FTTOECAA04JO:3DY4FPOOA26IA1C17HEDHDPH4AOVRV,,,,html-keyboard-response,,,"[u""<div class='center'><p>For the calibration stage, you will need a coin.</p>      <p>Any US coin will do.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",2,,25
,,,7,,,,,,,33470,,,0.0-3.0-3.0,32,5384,,8,A1FTTOECAA04JO:3DY4FPOOA26IA1C17HEDHDPH4AOVRV,,,,html-keyboard-response,,,"[u""<div class='center'><img src='/static/images/coin_demo.jpg' height='400'></img>      <p>You will be asked to position the coin      as shown in the picture. You will place it against your screen,      within an empty circle presented to you.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",2,,25
,,,8,,,,,,,37919,,,0.0-3.0-4.0,32,4448,,9,A1FTTOECAA04JO:3DY4FPOOA26IA1C17HEDHDPH4AOVRV,,,,html-keyboard-response,,,"[u""<div class='center'><p>Using the up and down arrow keys,       you will then adjust the size of the empty circle, so that it matches the       size of your coin.</p>      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",2,,25
,,,9,,,,,,,52775,,,0.0-3.0-5.0,32,14855,,10,A1FTTOECAA04JO:3DY4FPOOA26IA1C17HEDHDPH4AOVRV,,,,html-keyboard-response,,,"[u""<div class='center'><p>Take your time in doing so, as this measurement      will be used throughout the study to make sure images are presented to       you in their correct size.</p>      <p>When you are done adjusting the circle size, press the space bar to       continue to the main task.      <p align='center'><i>Press the space bar to continue.</i></p></div>""]",2,,25
,,,10,,,,,,,54334,,,0.0-3.0-6.0,32,1559,,11,A1FTTOECAA04JO:3DY4FPOOA26IA1C17HEDHDPH4AOVRV,,,,html-keyboard-response,,,"[u""<div class='center'><p>Please have a coin at hand.</p>      <p>Press the space bar to start the calibration stage.</p></div>""]",2,,25
,,,11,,0,,,,,57847,,,0.0-4.0-0.0-0.0,,3512,,12,A1FTTOECAA04JO:3DY4FPOOA26IA1C17HEDHDPH4AOVRV,,,,html-button-response,,,"Using the mouse, select the coin you would like to use:",2,,25
,,,12,,,,,,,74374,,,0.0-4.0-0.0-1.0-0.0,40,16527,,13,A1FTTOECAA04JO:3DY4FPOOA26IA1C17HEDHDPH4AOVRV,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""211.9"" r=""38.1"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""561.9"" y=""173.8"" width=""76.2"" height=""76.2"" style:""block: inline"" xlink:href=""/static/images/Penny.png""></image>    <circle cx=""600"" cy=""211.9"" r=""38.1"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",2,,25
,,,13,,,,,,,75047,,,0.0-4.0-0.0-1.1-0.1,40,671,,14,A1FTTOECAA04JO:3DY4FPOOA26IA1C17HEDHDPH4AOVRV,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""213.805"" r=""36.195"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""563.805"" y=""177.61"" width=""72.39"" height=""72.39"" style:""block: inline"" xlink:href=""/static/images/Penny.png""></image>    <circle cx=""600"" cy=""213.805"" r=""36.195"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",2,,25
,,,14,,,,,,,75534,,,0.0-4.0-0.0-1.2-0.2,40,487,,15,A1FTTOECAA04JO:3DY4FPOOA26IA1C17HEDHDPH4AOVRV,,,,html-keyboard-response,,,"<svg style=""block: inline"" width=""800"" height=""300"">  <circle cx=""200"" cy=""215.71"" r=""34.29"" stroke=""black"" stroke-width=""2"" fill=""grey"" />  <line x1=""0"" y1=""250"" x2=""1000"" y2=""250"" style=""stroke:black;stroke-width:2"" />  <image x=""565.71"" y=""181.42000000000002"" width=""68.58"" height=""68.58"" style:""block: inline"" xlink:href=""/static/images/Penny.png""></image>    <circle cx=""600"" cy=""215.71"" r=""34.29"" stroke=""black"" stroke-width=""2"" fill-opacity=""0"" /></svg>",2,,25
